###################################################################################
#
# Mesen Game Database
#
# Automatically generated database based on Nestopia's DB and NesCartDB
#
# Generated on 2020-05-02 using:
#     -NewRisingSun's NES 2.0 header database (2020-04-26) https://forums.nesdev.com/viewtopic.php?f=3&t=19940&p=248796
#     -NesCartDB (dated 2017-08-21)
#     -Nestopia UE's latest DB (dated 2015-10-22)
#
# Fields: CRC; System; Board; PCB; Chip; Mapper; PrgRomSize; ChrRomSize; ChrRamSize; WorkRamSize; SaveRamSize; Battery; Mirroring; Controller Type; Bus Conflicts; SubMapper; VsSystemType; PpuModel
#
###################################################################################
C390E3C8;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
C3911E5E;Ntsc;;;;134;512;512;0;0;0;0;h;1;;0;;
C39743EE;Ntsc;;;;4;64;16;0;0;8;1;h;1;;0;;
C3A0A3E0;Pal;NES-NROM-256;NES-NROM-256-06;;0;32;8;0;0;0;0;v;1;;0;;
C3AACD94;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
C3B2E39E;Ntsc;;;;4;256;256;0;0;0;0;h;1;;0;;
C3C0811D;Famicom;;;;96;128;0;32;0;0;0;v;23;;0;;
C3C7A568;Ntsc;NES-CNROM;NES-CN-ROM-256-02;;3;32;32;0;0;0;0;h;1;;2;;
C3C9D852;Ntsc;COLORDREAMS-74*377;UNK-COLORDREAMS-REVA;;11;32;32;;0;0;0;v;8;;;;
C3CCC493;Ntsc;NES-SGROM;NES-SGROM-04;MMC1B2;1;256;0;8;0;0;0;h;1;;0;;
C3D4BF28;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
C3DE7C69;Famicom;HVC-SXROM;HVC-SXROM-01;MMC1B2;1;256;0;8;0;32;1;h;33;;0;;
C3F3A4A0;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
C3FFCEC8;VT02;;;;256;8192;0;0;0;0;0;h;42;;0;;
C42E648A;Ntsc;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
C447B9FE;Ntsc;BMC-FK23C;;;176;512;512;0;0;0;0;h;1;;0;;
C44D4FAA;Ntsc;;;;0;16;8;0;0;0;0;h;1;;0;;
C46969DF;Pal;;;;4;256;128;0;8;0;0;h;1;;0;;
C469EC55;Ntsc;;;;71;64;0;8;0;0;0;v;2;;0;;
C46C6F67;Dendy;;;;241;512;0;8;0;8;1;v;1;;0;;
C46EDA12;Ntsc;;;;4;256;256;0;0;0;0;h;1;;0;;
C471E42D;Ntsc;NES-SLROM;NES-SLROM-03;MMC1A;1;128;128;0;0;0;0;h;1;;0;;
C47A42AE;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
C47EFC0E;Ntsc;AVE-NINA-06;NINA-06;;79;32;32;0;0;0;0;h;1;;0;;
C48363B4;Famicom;HVC-TKROM;HVC-TKROM-03;MMC3B;4;256;256;0;0;8;1;h;1;;0;;
C4850BD0;Ntsc;;;;30;512;0;32;0;0;1;v;1;;0;;
C48DDB52;Famicom;;;;4;128;128;0;0;0;0;h;1;;0;;
C492B4D1;VsSystem;;;;99;24;8;0;0;2;1;4;5;;0;0;2
C49FCAB4;Ntsc;NES-SIEPROM;NES-SIEPROM-01;MMC1B1-H;1;32;32;0;0;0;0;h;1;;5;;
C4A02712;Ntsc;NES-NROM-256;NES-NROM-256-04;;0;32;8;0;0;0;0;v;1;;0;;
C4B6ED3C;Ntsc;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
C4B94BD5;Ntsc;;;;389;512;256;0;0;0;0;h;42;;0;;
C4BC85A2;Ntsc;KONAMI-UNROM;351258;;2;128;0;8;0;0;0;v;1;;2;;
C4C3949A;Famicom;HVC-NROM-128;HVC-NROM-03;;0;16;8;0;0;0;0;h;1;;0;;
C4DCBB18;Ntsc;;;;23;128;128;0;0;0;0;h;1;;3;;
C4E1886F;Famicom;HVC-SNROM;HVC-SNROM-09;MMC1B3;1;256;0;8;0;8;1;h;1;;0;;
C4E81924;Pal;;;;4;128;256;0;0;0;0;h;1;;0;;
C4F9251A;Ntsc;;;;118;256;128;0;0;0;0;h;1;;0;;
C4FE19F7;Ntsc;;;;5;1024;512;0;0;0;0;h;1;;0;;
C4FEE54C;Famicom;;;;3;32;32;;0;0;0;v;;;;;
C527C297;Ntsc;ACCLAIM-MC-ACC;55741;MC-ACC;4;128;128;0;0;0;0;h;1;;3;;
C528ED56;Pal;NES-TLROM;NES-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
C53CF1D0;Pal;NES-SLROM;NES-SLROM-04;MMC1B2;1;128;128;0;0;0;0;h;8;;0;;
C5657C12;Pal;NES-TLROM;NES-TLROM-03;MMC3B;4;256;256;0;0;0;0;h;1;;0;;
C57060CE;Dendy;;;;4;128;128;0;0;8;1;h;1;;0;;
C58EEA57;Famicom;;;;3;32;32;0;0;0;0;h;1;;2;;
C594E134;Ntsc;;;;79;32;64;0;0;0;0;h;1;;0;;
C596AD7B;Ntsc;;;;1;16;0;8;0;0;0;h;1;;0;;
C5B0B1AB;Ntsc;NES-UNROM;NES-UN-ROM-04;;2;128;0;8;0;0;0;v;1;;2;;
C5CFE54E;Famicom;HVC-UNROM;HVC-UNROM-02;;2;128;0;8;0;0;0;v;1;;2;;
C5DFAB68;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
C5E352DE;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
C5E5C5B2;Famicom;;;;115;256;256;0;0;0;0;h;1;;0;;
C5E7FA35;Dendy;;;;52;512;512;0;0;0;0;h;1;;0;;
C5FAFE2C;Ntsc;;;;264;128;512;0;0;0;0;h;1;;0;;
C5FB1766;Famicom;;;;3;32;32;;0;0;0;h;;;;;
C6000085;Ntsc;NES-UNROM;NES-UNROM-09;;2;128;0;8;0;0;0;h;1;;2;;
C616BAD5;Ntsc;;;;0;16;8;0;0;0;0;v;8;;0;;
C6182024;Ntsc;NES-SOROM;NES-SOROM-01;MMC1B2;1;256;0;8;8;8;1;h;1;;0;;
C6224026;Famicom;HVC-SNROM;HVC-SNROM-09;MMC1B2;1;256;0;8;0;8;1;h;1;;0;;
C654AF59;Ntsc;;;;13;32;0;16;0;0;0;v;1;;0;;
C6557E02;Famicom;NAMCOT-3406;3406;118;206;128;64;0;0;0;0;h;1;;0;;
C658B6A8;Dendy;;;;224;1024;0;8;0;8;1;h;1;;0;;
C66C429B;Ntsc;;;;211;256;256;0;0;0;0;h;1;;0;;
C67865A2;Famicom;HVC-NROM-128;HVC-NROM-03;;0;16;8;0;0;0;0;v;1;;0;;
C68363F6;Famicom;HVC-UNROM+74HC08;HVC-UNROM-02;;180;128;0;8;0;0;0;h;28;;0;;
C6A3A3FC;Ntsc;;;;552;128;128;0;0;8;1;h;1;;0;;
C6ADD8C5;Famicom;NAMCOT-3407;3407;109;206;32;32;0;0;0;0;h;1;;0;;
C6B5D7E0;Famicom;HVC-SEROM;SE-01A;MMC1B2;1;32;32;0;0;0;0;h;1;;5;;
C6BAB306;Ntsc;;;;282;512;512;0;0;0;0;h;1;;0;;
C6C2EDB5;Ntsc;NES-SCROM;NES-SCROM-03;MMC1B2;1;64;128;0;0;0;0;h;2;;0;;
C6D97331;Ntsc;BMC-FK23C;;;176;512;512;0;0;0;0;h;1;;0;;
C6DD7E69;Ntsc;NES-SLROM;NES-SLROM-04;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
C6E1FF1D;Famicom;;;;4;128;128;;0;0;0;;;;;;
C6F5D0C0;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
C70409AB;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
C7086951;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
C7197FB1;Ntsc;NES-CNROM;NES-CN-ROM-256-02;;3;32;32;0;0;0;0;h;1;;2;;
C739E88E;Ntsc;;;;86;128;64;0;0;0;0;v;1;;0;;
C73B82FC;Ntsc;AGCI-47516;47516;;11;32;32;0;0;0;0;v;1;;0;;
C740EB46;Ntsc;NES-AMROM;NES-AMROM-01;;7;128;0;8;0;0;0;h;1;;2;;
C7642467;Famicom;HVC-SLROM;HVC-SLROM-02;MMC1A;1;128;128;0;0;0;0;h;1;;0;;
C7673DDA;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
C768098B;Dendy;;;;176;1024;0;8;0;32;1;h;1;;0;;
C769BB34;Famicom;HVC-TLROM;HVC-TLROM-04;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
C76AADF4;Famicom;HVC-UNROM;HVC-UNROM-03;;2;128;0;8;0;0;0;v;1;;2;;
C7BCC981;Famicom;HVC-CNROM;CN-04B;;3;32;32;0;0;0;0;v;26;;2;;
C7D62AF0;Ntsc;;;;4;128;128;0;0;8;1;h;1;;0;;
C7DF2515;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
C7E3932B;Ntsc;;;;291;256;512;0;0;0;0;h;1;;0;;
C7ED0348;Ntsc;;;;4;512;0;8;0;0;0;h;1;;0;;
C7EDBC2E;Dendy;;;;13;32;0;16;0;0;0;v;1;;0;;
C7F0C457;Ntsc;NES-TLROM;NES-TLROM-03;MMC3C;4;128;128;0;0;0;0;h;1;;0;;
C7FC942B;Ntsc;;;;172;32;32;0;0;0;0;v;1;;0;;
C811DC7A;Famicom;NAMCOT-163;111F0S;163;19;128;128;0;0;0;0;h;1;;5;;
C8228B54;Pal;NES-TLROM;NES-TLROM-03;MMC3C;4;128;256;0;0;0;0;h;1;;0;;
C829007E;Ntsc;;;;79;64;64;0;0;0;0;h;1;;0;;
C8337611;Ntsc;;;;1;128;128;0;0;0;0;h;1;;0;;
C83A89DA;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
C86FE729;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
C88337AE;Playchoice;;;;2;128;0;8;0;0;0;v;1;;2;;
C88B205B;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
C8AD4F32;Ntsc;NES-ANROM;NES-ANROM-01;;7;128;0;8;0;0;0;h;1;;1;;
C8B5D39D;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
C8BA35B3;Ntsc;;;;215;512;512;0;0;0;0;h;1;;0;;
C8BD1908;Ntsc;;;;3;32;32;0;0;0;0;h;1;;2;;
C8D3ECD4;VT03;;;;256;32;0;0;0;0;0;h;1;;0;;
C8D69902;Ntsc;;;;4;128;88;0;0;0;0;h;1;;0;;
C8E6E836;Ntsc;;;;542;256;512;0;0;0;0;h;1;;0;;
C8EBD977;Pal;NES-TSROM;NES-TSROM-08;MMC3C;4;128;128;0;8;0;0;h;1;;0;;
C8EDC97E;Famicom;;;;4;128;128;0;0;0;0;h;1;;0;;
C8F203F9;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
C915A79F;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
C9187B43;Famicom;HVC-TKROM;HVC-TKROM-02;MMC3B;4;128;128;0;0;8;1;h;1;;0;;
C92B814B;Pal;NES-TLROM;NES-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
C9371EBB;Ntsc;;;;116;256;256;0;0;0;0;h;1;;0;;
C93FEFF4;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
C9484BB3;Famicom;HVC-SNROM;HVC-SNROM-07;MMC1A;1;256;0;8;0;8;1;h;1;;0;;
C95321A8;VsSystem;;;;99;32;16;0;2;0;0;4;4;;0;0;4
C9541BDF;VT369;;;;256;4096;0;0;8;0;0;h;42;;15;;
C9556B36;Famicom;HVC-SXROM;HVC-SXROM-01;MMC1B2;1;512;0;8;0;32;1;h;1;;0;;
C9589199;Playchoice;;;;4;128;128;0;0;0;0;h;1;;0;;
C973699D;Ntsc;NES-SKROM;NES-SKROM-04;MMC1B2;1;128;128;0;8;0;0;h;1;;0;;
C9745875;Dendy;;;;3;32;32;;0;0;0;v;;;;;
C978B69A;Dendy;;;;241;512;0;8;0;8;1;v;1;;0;;
C99B690A;Pal;NES-SFROM;NES-SFROM-03;MMC1B2;1;128;32;0;0;0;0;h;1;;0;;
C9AAD9E0;Ntsc;;;;45;512;512;0;0;0;0;h;1;;0;;
C9ABA7F0;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
C9D968AF;Dendy;;;;176;512;256;8;0;32;1;h;1;;0;;
C9EDF585;Famicom;HVC-TKROM;HVC-TKROM-02;MMC3B;4;128;128;0;0;8;1;h;1;;0;;
C9EE15A7;Famicom;;;;3;32;32;0;0;0;0;v;1;;2;;
C9F92BD9;Famicom;;;;226;1024;0;8;0;0;0;h;42;;0;;
C9FB3EC4;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
CA033B3A;Ntsc;NES-UNROM;NES-UNROM-09;;2;128;0;8;0;0;0;v;1;;2;;
CA094848;Famicom;IREM-G101;FC-00-018;G-101;32;256;128;0;0;0;0;h;1;;0;;
CA0A869E;Ntsc;COLORDREAMS-74*377;UNK-COLORDREAMS-REVA;;11;64;64;0;0;0;0;v;1;;0;;
CA14A56A;Ntsc;;;;515;1536;0;8;0;0;0;v;1;;0;;
CA179DAD;Ntsc;;;;11;64;64;0;0;0;0;v;1;;0;;
CA24A1A2;Famicom;SUNSOFT-3;LROG080-01;Sunsoft-3;67;128;128;0;0;0;0;h;1;;0;;
CA2BD63D;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
CA3CBFAC;Famicom;;;;4;256;128;;8;0;0;;;;;;
CA3E9B1A;VsSystem;;;;99;32;16;0;2;0;0;4;4;;0;0;2
CA4B67D6;Ntsc;;;;0;32;8;0;8;0;0;v;1;;0;;
CA4BD948;VT02;;;;256;4096;0;0;0;0;0;h;42;;0;;
CA503F32;Famicom;HVC-SKROM;HVC-SKROM-05;MMC1B2;1;128;128;0;0;8;1;h;33;;0;;
CA594ACE;Ntsc;NES-TSROM;NES-TSROM-03;MMC3A;4;128;128;0;8;0;0;h;1;;0;;
CA5EDBFC;Ntsc;NES-TSROM;NES-TSROM-08;MMC3B;4;128;128;0;8;0;0;h;1;;0;;
CA6571EC;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
CA69751B;Famicom;NAMCOT-129;60-11;129;19;128;128;0;0;0;0;h;1;;2;;
CA6A7BF1;Famicom;NAMCOT-3417;3417;109;206;32;32;0;0;0;0;v;1;;0;;
CA730971;Famicom;HVC-TKROM;HVC-TKROM-03;MMC3B;4;512;128;0;0;8;1;h;1;;0;;
CA8204C4;Ntsc;;;;2;256;0;8;0;0;0;v;1;;1;;
CA96AD0E;Famicom;;;;4;128;128;0;0;0;0;h;1;;0;;
CAA17AB5;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
CAB40A6C;Famicom;;;;150;32;16;0;0;0;0;h;1;;0;;
CAB69262;Ntsc;;;;45;1024;1024;0;0;0;0;h;1;;0;;
CAEAEE6A;Dendy;;;;4;256;256;0;0;8;1;h;1;;0;;
CB04726D;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
CB0A3AF4;Famicom;HVC-SLROM;HVC-SLROM-03;MMC1A;1;128;128;0;0;0;0;h;1;;0;;
CB0A76B1;Famicom;HVC-SNROM;HVC-SNROM-09;MMC1B2;1;256;0;8;0;8;1;h;1;;0;;
CB17D41E;Ntsc;;;;2;128;0;8;0;0;0;v;1;;2;;
CB182F80;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
CB1BAB3D;Dendy;;;;224;1024;0;8;0;8;1;h;1;;0;;
CB2589BA;Dendy;;;;249;256;256;0;0;8;1;h;1;;0;;
CB32E243;Famicom;HVC-TNROM;HVC-TNROM-02;MMC3B;4;512;0;8;0;8;1;h;1;;0;;
CB35FA90;Ntsc;;;;23;128;128;0;0;0;0;h;1;;3;;
CB4048D4;VT32;;;;296;32768;0;0;8;0;0;h;1;;0;;
CB4D23A6;Famicom;;;;0;16;8;;0;0;0;v;;;;;
CB524B42;Dendy;;;;224;1024;0;8;0;8;1;h;1;;0;;
CB53C523;Ntsc;COLORDREAMS-74*377;UNK-COLORDREAMS-REVB;;11;64;32;0;0;0;0;v;1;;0;;
CB5ACB49;Famicom;HVC-TKROM;HVC-TKROM-03;MMC3C;4;128;128;0;0;8;1;h;1;;0;;
CB7F5393;Ntsc;;;;215;128;256;0;0;0;0;h;1;;0;;
CB8F9AB7;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
CBAC6785;Ntsc;;;;371;64;0;8;8;0;0;h;36;;0;;
CBAD8B09;Famicom;;;;0;32;8;;0;0;0;v;;;;;
CBBEFD1F;Ntsc;BADROM;;;65000;0;;;0;0;0;;;;;;
CBD9B687;Ntsc;;;;4;256;128;0;8;0;0;h;1;;0;;
CBE29C42;Ntsc;;;;4;256;256;0;0;0;0;h;1;;0;;
CBF4366F;Ntsc;TENGEN-800037;800037 REV A;337006;158;128;128;0;0;0;0;h;1;;0;;
CBFB6DE5;Famicom;;;;4;128;128;0;0;0;0;h;1;;0;;
CC22378A;Ntsc;;;;123;256;256;0;0;0;0;h;1;;0;;
CC3148F6;Ntsc;;;;2;32;0;8;0;0;0;h;1;;2;;
CC3544B0;Famicom;HVC-SLROM;HVC-SLROM-03;MMC1A;1;128;128;0;0;0;0;h;1;;0;;
CC37094C;Ntsc;NES-SGROM;NES-SGROM-04;MMC1B2;1;256;0;8;0;0;0;h;1;;0;;
CC3D6457;Ntsc;;;;1;256;0;8;0;8;1;h;1;;0;;
CC553FC4;Pal;;;;4;256;256;0;0;0;0;h;1;;0;;
CC56BCFE;Dendy;;;;176;512;256;8;0;32;1;h;1;;0;;
CC653CCE;Ntsc;;;;5;32;32;0;8;0;0;h;1;;0;;
CC6CA4DC;Ntsc;NES-SKEPROM;NES-SKEPROM-01;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
CC6E548C;Dendy;;;;176;256;256;0;0;32;1;h;1;;0;;
CC7A4DCA;Famicom;;;;4;128;128;0;0;0;0;h;1;;0;;
CC868D4E;Famicom;;;;149;32;16;0;0;0;0;h;1;;0;;
CC8A8652;Famicom;;;;2;256;;8;0;0;0;v;;;;;
CCAF543A;Famicom;HVC-TLROM;HVC-TLROM-04;MMC3B;4;128;256;0;0;0;0;h;1;;0;;
CCBC9909;Ntsc;;;;4;16;8;0;0;0;0;h;1;;0;;
CCC03440;Famicom;;;;156;128;128;0;8;0;0;h;1;;0;;
CCCAF368;Ntsc;CAMERICA-ALGQ;ALGQV1-1;;232;256;0;8;0;0;0;v;2;;0;;
CCD18661;Ntsc;;;;4;64;64;0;0;0;0;h;1;;0;;
CCD5D1D5;Ntsc;;;;282;1024;1024;0;0;0;0;h;42;;0;;
CCDCBFC6;Ntsc;CAMERICA-ALGN;ALGNV1-1;;71;256;0;8;0;0;0;v;1;;0;;
CCEE65D3;Ntsc;;;;90;2048;0;8;0;0;0;h;1;;0;;
CCF35C02;Famicom;HVC-SOROM;HVC-SOROM-05;MMC1B2;1;256;0;8;8;8;1;h;1;;0;;
CD00249B;Playchoice;;;;2;128;;8;0;0;0;v;;;;;
CD059AEA;VsSystem;;;;99;64;32;0;0;2;1;4;4;;0;5;0
CD10DCE2;Ntsc;NES-TLROM;NES-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
CD232844;Ntsc;;;;136;32;32;0;0;0;0;h;1;;0;;
CD373BAA;Famicom;;;;14;256;512;0;0;0;0;h;1;;0;;
CD47382E;Playchoice;;;;4;128;128;0;0;0;0;h;1;;0;;
CD4E7430;Ntsc;;;;5;256;128;0;0;0;0;h;1;;0;;
CD50A092;Ntsc;TENGEN-800004;800004-01 REV B;337001;206;128;64;0;0;0;0;4;1;;0;;
CD55A865;Ntsc;;;;176;512;512;0;0;0;0;h;1;;0;;
CD6549EA;Playchoice;;;;2;128;;8;0;0;0;v;;;;;
CD7A2FD7;Famicom;HVC-SNROM;HVC-SNROM-07;MMC1A;1;128;0;8;0;8;1;h;1;;0;;
CD7B002B;Ntsc;;;;121;256;256;0;0;0;0;h;1;;0;;
CD883CDC;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
CDB8C6A5;Famicom;;;;83;128;256;0;0;0;0;h;1;;0;;
CDC641FC;Ntsc;NES-UNROM;NES-UNROM-10;;2;128;0;8;0;0;0;v;1;;2;;
CDE71A53;VT32;;;;296;32768;0;0;8;0;0;h;1;;0;;
CDEE5934;Ntsc;;;;4;128;88;0;0;0;0;h;1;;0;;
CDF27B7C;Ntsc;;;;3;16;16;0;0;0;0;v;1;;2;;
CDF55296;Ntsc;;;;34;512;0;8;0;0;0;v;42;;2;;
CDF63F0C;Dendy;;;;4;256;256;0;0;0;0;h;1;;0;;
CE00022D;Ntsc;NES-SLROM;NES-SLROM-03;MMC1A;1;128;128;0;0;0;0;h;1;;0;;
CE06F2D4;Famicom;;;;4;128;128;0;8;0;0;h;1;;0;;
CE07194F;Famicom;BANDAI-GNROM;BA-ZG;;66;128;32;0;0;0;0;h;1;;0;;
CE083927;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
CE1A8CC7;Ntsc;BADROM;;;65000;0;;;0;0;0;;;;;;
CE228874;Ntsc;NES-TEROM;NES-TEROM-03;MMC3B;4;32;32;0;0;0;0;h;1;;0;;
CE2450C0;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
CE3466FA;Ntsc;;;;52;512;512;0;0;0;0;h;1;;0;;
CE5ACB82;Famicom;;;;57;128;128;;0;0;0;;;;;;
CE67507A;Famicom;NAMCOT-3301;3301;;0;16;8;0;0;0;0;h;1;;0;;
CE6F0CAE;Dendy;;;;4;256;256;0;0;8;1;h;1;;0;;
CE77B4BE;Ntsc;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
CE94E53A;VT03;;;;256;2048;0;0;0;0;0;h;1;;0;;
CE94F92F;Famicom;;;;0;32;8;;0;0;0;v;;;;;
CEA35D5A;Famicom;TAITO-X1-005;P3-034-C;X1-005;80;128;128;0;0;0;1;h;1;;0;;
CEB1FD42;Ntsc;;;;4;128;0;8;0;8;1;h;1;;0;;
CEB2E3C2;Ntsc;;;;348;512;512;0;0;0;0;h;1;;0;;
CEB65B06;Ntsc;NES-AOROM;NES-AOROM-03;;7;256;0;8;0;0;0;h;1;;2;;
CEBD2A31;Ntsc;NES-SNROM;NES-SNROM-05;MMC1B2;1;256;0;8;0;8;1;h;1;;0;;
CEC28502;Famicom;;;;136;32;32;0;0;0;0;v;1;;0;;
CEC3E585;Ntsc;;;;0;16;8;0;0;0;0;h;1;;0;;
CED05FC0;Ntsc;;;;2;128;0;8;0;0;0;v;1;;2;;
CEE5857B;Famicom;HVC-SUROM;HVC-SUROM-01;MMC1B2;1;512;0;8;0;8;1;h;33;;0;;
CF00D21C;Dendy;;;;268;1024;0;8;0;8;1;h;1;;0;;
CF0C9D97;Famicom;HVC-CNROM+SECURITY;HVC-CNROM-256K-01;;185;32;8;0;0;0;0;v;1;;5;;
CF23290F;Famicom;NAMCOT-163;LROG064-01;163;19;256;256;0;0;8;1;h;1;;2;;
CF26363D;Ntsc;;;;1;128;0;8;8;0;0;h;1;;0;;
CF26A149;Ntsc;NES-UNROM;NES-UNROM-08;;2;128;0;8;0;0;0;v;1;;2;;
CF322BB3;Ntsc;NES-CNROM;NES-CN-ROM-256-05;;3;32;32;0;0;0;0;v;1;;2;;
CF38242F;Ntsc;;;;2;128;0;8;0;0;0;v;1;;2;;
CF3C1F9D;Ntsc;;;;0;32;8;0;0;0;0;v;40;;0;;
CF3CB261;Ntsc;;;;4;256;256;0;0;0;0;h;1;;0;;
CF40B1C5;Famicom;HVC-TKROM;HVC-TKROM-01;MMC3A;4;128;128;0;0;8;1;h;1;;0;;
CF4483AF;Ntsc;;;;3;32;16;0;0;0;0;v;1;;2;;
CF4487A2;Ntsc;NES-SLROM;NES-SLROM-06;MMC1B3;1;128;128;0;0;0;0;h;2;;0;;
CF47D329;Dendy;;;;74;512;256;2;0;8;1;h;1;;0;;
CF4ADAAD;Ntsc;;;;162;1024;0;8;0;8;1;h;1;;0;;
CF4DBDBE;Famicom;TAITO-NROM-128;1A;;0;16;8;0;0;0;0;h;1;;0;;
CF4E0082;Ntsc;BADROM;;;65000;0;;;0;0;0;;;;;;
CF5F8AF0;Ntsc;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
CF6CD965;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
CF6D0D7A;Ntsc;NES-UNROM;NES-UN-ROM-06;;2;128;0;8;0;0;0;h;1;;2;;
CF701DA4;Famicom;HVC-NROM-256;9011-10;;0;32;8;0;0;0;0;h;1;;0;;
CF7CA9BD;Pal;NES-UNEPROM;NES-UNEPROM-01;;2;128;0;8;0;0;0;v;1;;2;;
CF849F72;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
CF91588A;Ntsc;;;;24;256;8;0;0;0;0;h;1;;0;;
CF992E34;Ntsc;;;;4;128;0;8;8;0;0;h;1;;0;;
CF9CF7A2;Famicom;HVC-SGROM;HVC-SGROM-02;MMC1;1;128;0;8;0;0;0;h;1;;0;;
CFAE9DFA;Ntsc;NES-SNROM;NES-SNROM-05;MMC1B2;1;128;0;8;8;0;0;h;2;;0;;
CFB224E6;Famicom;;;;222;128;128;0;0;0;0;h;1;;1;;
CFD29C93;Ntsc;;;;4;256;256;0;0;0;0;h;1;;0;;
CFD4A281;Famicom;;;;155;128;32;0;0;8;1;h;1;;0;;
CFD5AC62;Ntsc;COLORDREAMS-74*377;BC6;;11;128;128;0;0;0;0;v;1;;0;;
CFD8D4A5;Ntsc;;;;0;16;8;0;0;0;0;v;8;;0;;
CFE02ADA;Pal;NES-SLROM;NES-SLROM-06;MMC1B3;1;128;128;0;0;0;0;h;1;;0;;
CFE0FF2C;Ntsc;;;;23;128;128;0;0;0;0;h;1;;2;;
D00A1747;Ntsc;;;;121;128;256;0;0;0;0;h;1;;0;;
D01373CF;Ntsc;;;;226;512;0;8;0;0;0;h;42;;0;;
D01C81D9;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
D029F841;Pal;NES-UNROM;NES-UNROM-09;;2;128;0;8;0;0;0;v;1;;2;;
D038F796;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
D04A40E6;Ntsc;SACHEN-CNROM;;;3;32;32;0;0;0;0;h;1;;1;;
D054FFB0;Ntsc;NES-HKROM;NES-HKROM-02;MMC6B;4;256;256;0;0;1;1;h;1;;1;;
D065B311;Ntsc;;;;178;512;0;8;0;0;0;h;1;;1;;
D074653D;Famicom;HVC-CNROM;CN-04B;;3;32;16;0;0;0;0;v;1;;2;;
D0807FD2;Dendy;;;;163;1024;0;8;0;8;1;v;1;;0;;
D08AEC51;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
D09B74DC;Famicom;HVC-SLROM;HVC-SLROM-02;MMC1A;1;128;128;0;0;0;0;h;1;;0;;
D0A9F4E1;Famicom;HVC-SKROM;HVC-SKROM-05;MMC1B2;1;128;128;0;0;8;1;h;1;;0;;
D0CC5EC8;Famicom;HVC-SNROM;HVC-SNROM-09;MMC1B2;1;256;0;8;0;8;1;h;1;;0;;
D0D0C932;Ntsc;;;;0;32;0;8;0;0;0;h;2;;0;;
D0D8A559;Ntsc;;;;45;128;128;0;0;0;0;h;1;;0;;
D0DF525E;Pal;NES-TLROM;NES-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
D0DF726E;Famicom;HVC-UNROM;HVC-UNROM-03;;2;128;0;8;0;0;0;v;1;;2;;
