###################################################################################
#
# Mesen Game Database
#
# Automatically generated database based on Nestopia's DB and NesCartDB
#
# Generated on 2020-05-02 using:
#     -NewRisingSun's NES 2.0 header database (2020-04-26) https://forums.nesdev.com/viewtopic.php?f=3&t=19940&p=248796
#     -NesCartDB (dated 2017-08-21)
#     -Nestopia UE's latest DB (dated 2015-10-22)
#
# Fields: CRC; System; Board; PCB; Chip; Mapper; PrgRomSize; ChrRomSize; ChrRamSize; WorkRamSize; SaveRamSize; Battery; Mirroring; Controller Type; Bus Conflicts; SubMapper; VsSystemType; PpuModel
#
###################################################################################
88053D25;Famicom;HVC-CNROM;CN-04B;;3;32;32;0;0;0;0;v;1;;2;;
88062D9A;Famicom;;;;4;128;128;0;0;0;0;h;1;;0;;
882E1901;Ntsc;AVE-MB-91;MB-91«A»;;79;32;32;0;0;0;0;v;1;;0;;
88338ED5;Ntsc;NES-TLROM;NES-TLROM-03;MMC3C;4;128;128;0;0;0;0;h;1;;0;;
883454EA;Famicom;JALECO-JF-08;JF-08;;87;32;16;0;0;0;0;v;1;;0;;
886B5BD3;Famicom;;;;3;32;32;;0;0;0;v;;;;;
8887060A;Ntsc;;;;43;80;8;0;0;0;0;v;1;;0;;
8889C564;Ntsc;NES-TLROM;NES-TLROM-03;MMC3B;4;128;256;0;0;0;0;h;1;;0;;
889129CB;Ntsc;NES-HKROM;NES-HKROM-01;MMC6B;4;256;256;0;0;1;1;h;1;;1;;
8897A8F1;Pal;NES-UNROM;NES-UN-ROM-07;;2;128;0;8;0;0;0;v;1;;2;;
889A02A9;VsSystem;;;;99;32;16;0;2;0;0;4;5;;0;0;3
88A6B192;Ntsc;AVE-NINA-03;NINA-03 REV. A;;79;32;32;0;0;0;0;h;1;;0;;
88C30FDA;Ntsc;NES-TSROM;NES-TSROM-08;MMC3C;4;128;128;0;8;0;0;h;1;;0;;
88C94739;Ntsc;;;;133;32;32;0;0;0;0;v;1;;0;;
88CB68A7;Dendy;;;;164;1024;0;8;0;8;1;h;1;;0;;
88E0C48C;Ntsc;;;;176;2048;512;8;0;0;0;h;1;;0;;
88E1A5F4;Ntsc;NES-SLROM;NES-SLROM-05;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
8904149E;Pal;NES-AOROM;NES-AOROM-03;;7;256;0;8;0;0;0;h;1;;2;;
891B3FFC;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
892434DD;Ntsc;CAMERICA-BF9093;BIC-43;BF9093;71;256;0;8;0;0;0;v;1;;0;;
8927FD4C;Ntsc;NES-TLROM;NES-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
892CBBC2;Famicom;HVC-CNROM+SECURITY;HVC-CNROM-256K-01;;185;32;8;0;0;0;0;v;1;;6;;
8947AB85;Dendy;;;;176;512;256;8;0;32;1;h;1;;0;;
894EFDBC;Famicom;;;;157;256;0;8;0;0;0;h;1;;0;;
895037BC;Famicom;HVC-FAMILYBASIC;FB-N-128-02;;0;32;8;0;0;2;1;v;35;;0;;
89550500;Famicom;;;;0;32;8;0;0;0;0;v;1;;0;;
89567668;Famicom;HVC-SEROM;SE-01A;MMC1B2;1;32;32;0;0;0;0;h;1;;5;;
895821C5;Ntsc;;;;1;128;112;0;0;8;1;h;1;;0;;
8980D0E8;Dendy;;;;176;1024;0;8;0;8;1;h;1;;1;;
89821E2B;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
898E4232;Pal;NES-ANROM;NES-ANROM-02;;7;128;0;8;0;0;0;h;1;;1;;
899213DC;Ntsc;;;;4;128;128;0;8;0;0;h;1;;0;;
89984244;Pal;NES-AOROM;NES-AOROM-03;;7;256;0;8;0;0;0;h;1;;2;;
89A45446;Pal;NES-TSROM;NES-TSROM-08;MMC3C;4;128;128;0;8;0;0;h;1;;0;;
89B56859;VsSystem;;;;206;128;32;;0;0;0;h;;;;;
89B5CC78;VT03;;;;256;32;0;0;0;0;0;h;1;;0;;
89D42098;Famicom;NAMCOT-3305;3305;;0;32;8;0;0;0;0;v;1;;0;;
89E085FE;Famicom;HVC-SNROM;HVC-SNROM-07;MMC1A;1;256;0;8;0;8;1;h;1;;0;;
89E6C1F1;Ntsc;;;;3;32;16;0;0;0;0;v;1;;2;;
89EC53C8;Pal;;;;2;128;0;8;0;0;0;v;1;;2;;
89F4ACD1;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
8A02A8FD;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
8A043CD6;Ntsc;NES-TLROM;NES-TLROM-02;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
8A0C7337;Pal;NES-NROM-128;NES-NROM-128-01;;0;16;8;0;0;0;0;v;32;;0;;
8A12A7D9;Famicom;BANDAI-CNROM;BA-タケシジヨウ;;3;32;32;0;0;0;0;v;14;;2;;
8A2BA796;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
8A368744;Famicom;HVC-UNROM;HVC-UNROM-03;;2;128;0;8;0;0;0;v;1;;2;;
8A36D2B7;Famicom;HVC-SLROM;HVC-SLROM-03;MMC1A;1;128;128;0;0;0;0;h;1;;0;;
8A38AE20;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
8A57208E;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
8A5BC0D3;Famicom;HVC-TBROM;HVC-TBROM-01;MMC3B;4;64;64;0;0;0;0;h;1;;0;;
8A640AEF;Ntsc;NES-TL1ROM;NES-TL1ROM-01;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
8A65E57C;Pal;NES-TLROM;NES-TLROM-03;MMC3C;4;128;128;0;0;0;0;h;1;;0;;
8A7D0ABE;Famicom;TAITO-TC0190FMC;AKIRA-A;TC0190FMC;33;128;256;0;0;0;0;h;1;;0;;
8A7D9467;Ntsc;;;;0;16;8;0;0;0;0;v;8;;0;;
8A8F51A5;Dendy;;;;178;512;0;8;0;8;1;h;1;;0;;
8A94B57F;Ntsc;;;;2;128;0;8;0;0;0;v;1;;2;;
8A96E00D;Famicom;KONAMI-VRC-2;350926;VRC2;23;128;128;0;0;0;0;h;1;;3;;
8AB52A24;Ntsc;KONAMI-UNROM;351258;;2;128;0;8;0;0;0;v;1;;2;;
8AD0F417;Ntsc;;;;4;256;128;0;8;0;0;h;1;;0;;
8ADA3497;Ntsc;NES-SLROM;NES-SLROM-05;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
8AEF5B7B;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
8AF25130;Famicom;NAMCOT-3401;3401;109;206;32;32;0;0;0;0;h;1;;0;;
8AFA82C8;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
8B03F74D;Famicom;KONAMI-VRC-4;352398;VRC4;21;256;128;0;0;0;0;h;1;;1;;
8B241428;Ntsc;;;;0;16;0;8;0;0;0;v;1;;0;;
8B2694BD;Pal;;;;1;128;128;0;0;0;0;h;1;;0;;
8B3654CB;Ntsc;;;;4;256;128;0;8;0;0;h;1;;0;;
8B41D49C;Dendy;;;;164;1024;0;8;0;8;1;h;1;;0;;
8B4A2866;Famicom;HVC-CNROM;HVC-CNROM-256K-01;;3;32;32;0;0;0;0;v;1;;2;;
8B4D2443;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
8B605124;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
8B692CBF;Ntsc;;;;103;128;0;8;16;0;0;h;1;;0;;
8B7D3C75;Pal;NES-SEROM;NES-SEROM-04;MMC1B2;1;32;32;0;0;0;0;h;1;;5;;
8B7D802A;Ntsc;;;;30;512;0;32;0;0;1;v;1;;0;;
8B7DA8B8;Ntsc;;;;1;32;16;0;0;8;1;h;8;;0;;
8B7EE49B;Dendy;;;;252;256;128;2;0;8;1;h;1;;0;;
8B837EFF;Dendy;;;;4;256;256;0;0;0;0;h;1;;0;;
8B8E405A;Famicom;;;;3;32;32;;0;0;0;v;;;;;
8B9CB8F2;Famicom;;;;3;32;32;0;0;0;0;v;1;;2;;
8B9D3E9C;Ntsc;NES-SGROM;NES-SGROM-02;MMC1A;1;128;0;8;0;0;0;h;1;;0;;
8BA75848;Famicom;HVC-NROM-128;HVC-NROM-03;;0;16;8;0;0;0;0;v;1;;0;;
8BAA5FF2;Famicom;KONAMI-NROM-128;450067A;;0;16;8;0;0;0;0;h;1;;0;;
8BAEEDC0;Ntsc;BMC-FK23C;;;176;1024;1024;0;0;0;0;h;1;;1;;
8BB76C06;Ntsc;;;;0;32;0;8;0;0;0;h;1;;0;;
8BB93AF8;Ntsc;;;;1;64;8;0;8;0;0;h;1;;0;;
8BBDFB16;Ntsc;;;;1;32;16;0;0;8;1;h;1;;0;;
8BC43536;Ntsc;;;;0;16;0;8;0;0;0;h;1;;0;;
8BC588CB;Playchoice;;;;4;128;128;0;8;0;0;h;1;;0;;
8BCA5146;Ntsc;NES-SGROM;NES-SGROM-04;MMC1B3;1;256;0;8;0;0;0;h;1;;0;;
8BCB0993;Famicom;HVC-TKROM;HVC-TKROM-02;MMC3B;4;256;128;0;0;8;1;h;1;;0;;
8BCDE59A;Famicom;HVC-UNROM;HVC-UNROM-03;;2;128;0;8;0;0;0;v;1;;2;;
8BD7FDF3;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
8BDD3D93;Pal;;;;4;128;256;0;0;0;0;h;1;;0;;
8BE0E412;Ntsc;;;;63;1024;0;8;0;0;0;h;42;;0;;
8BF29CB6;Ntsc;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
8C0B332C;Ntsc;;;;1;512;0;8;0;0;0;h;1;;0;;
8C0C2DF5;VsSystem;;;;2;128;0;8;2;0;0;4;4;;2;0;11
8C1E60A7;Ntsc;;;;547;640;128;8;8;8;1;h;1;;0;;
8C23DBC4;Famicom;;;;3;32;32;;0;0;0;v;;;;;
8C252AC4;Pal;NES-TLROM;NES-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
8C38315B;Ntsc;;;;319;128;64;0;0;0;0;h;42;;0;;
8C4D59D6;Famicom;HVC-SKROM;HVC-SKROM-06;MMC1B3;1;128;128;0;0;8;1;h;33;;0;;
8C5A784E;Ntsc;NES-SNROM;NES-SNROM-05;MMC1B2;1;256;0;8;0;8;1;h;1;;0;;
8C5FFBBD;Famicom;;;;45;512;512;0;0;0;0;h;1;;0;;
8C60CECF;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
8C6631C8;Famicom;;;;0;16;8;;0;0;0;v;;;;;
8C6F33EC;VT03;;;;256;32;0;0;0;0;0;h;1;;0;;
8C73A47B;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
8C88536F;Pal;NES-TLROM;NES-TLROM-03;MMC3C;4;128;256;0;0;0;0;h;1;;0;;
8C8DEDB6;Ntsc;NES-TLROM;NES-TLROM-03;MMC3B;4;128;256;0;0;0;0;h;1;;0;;
8C95A69F;Dendy;;;;268;512;0;8;0;8;1;h;1;;0;;
8CA72D80;Famicom;TAITO-X1-017;J9100231A;X1-017;82;128;256;0;0;8;1;h;1;;0;;
8CAAFF73;Dendy;;;;176;1024;0;8;0;32;1;h;1;;0;;
8CACCA85;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
8CB6D32C;Ntsc;BMC-FK23C;;;176;512;512;0;0;0;0;h;1;;0;;
8CDE7CB9;Ntsc;;;;283;320;0;8;0;0;0;v;1;;0;;
8CE01E14;Famicom;;;;163;2048;;8;0;8;1;v;;;;;
8CE478DB;Ntsc;NES-ETROM;NES-ETROM-01;MMC5;5;256;128;0;8;8;1;h;1;;0;;
8CEB23F7;Dendy;;;;4;256;256;0;0;0;0;h;1;;0;;
8D013C94;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
8D26FDEA;Famicom;HVC-TKROM;HVC-TKROM-02;MMC3B;4;128;128;0;0;8;1;h;1;;0;;
8D3C33B3;Famicom;HVC-SLROM;HVC-SLROM-02;MMC1A;1;128;128;0;0;0;0;h;1;;0;;
8D5B77C0;Famicom;HVC-SKROM;HVC-SKROM-03;MMC1A;1;128;128;0;8;8;1;h;1;;0;;
8D77E5E6;Famicom;;;;4;256;0;8;8;0;0;h;1;;0;;
8D7CBF44;Ntsc;;;;4;64;32;0;0;0;0;h;1;;0;;
8D901FAD;Pal;NES-TLROM;NES-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
8D97155C;Ntsc;NES-UNROM;NES-UN-ROM-04;;2;128;0;8;0;0;0;v;1;;2;;
8D9AD3BF;Pal;NES-UNROM;NES-UNROM-10;;2;128;0;8;0;0;0;h;1;;2;;
8D9F4989;Playchoice;;;;0;32;8;0;0;0;0;v;1;;0;;
8DA0256F;Ntsc;;;;1;128;128;0;0;8;1;h;1;;0;;
8DA4E539;Famicom;HVC-SLROM;HVC-SLROM-03;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
8DA651D4;Ntsc;NES-TLROM;NES-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
8DA6667D;Pal;NES-TLROM;NES-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;2;;0;;
8DB31730;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
8DB43824;Ntsc;NES-SKEPROM;NES-SKEPROM-01;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
8DCC6F67;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
8DCD9486;Famicom;HVC-SJROM;HVC-SJROM-01;MMC1A;1;128;32;0;0;8;1;h;1;;0;;
8DD0A0C4;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
8DD92725;Ntsc;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
8DDB4A27;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
8DDD7754;Ntsc;;;;5;1024;128;0;0;8;1;h;1;;0;;
8DEDEA07;Famicom;;;;3;32;32;;0;0;0;v;;;;;
8E010B17;Ntsc;;;;40;64;8;0;0;0;0;v;1;;0;;
8E011A8B;Ntsc;;;;11;64;64;0;0;0;0;v;1;;0;;
8E066CCB;Famicom;HVC-UNROM;HVC-UNROM-04;;2;128;0;8;0;0;0;v;21;;2;;
8E0D9179;Famicom;HVC-SLROM;HVC-SLROM-03;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
8E2BD25C;Famicom;;;;0;32;8;;0;0;0;v;;;;;
8E373118;Famicom;HVC-SKROM;HVC-SKROM-06;MMC1B3;1;128;128;0;8;0;0;h;1;;0;;
8E4294A9;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
8E62D229;Famicom;HVC-CNROM;;;185;32;8;0;0;0;0;v;1;;6;;
8E7ABDFC;Famicom;;;;2;128;0;8;0;0;0;v;1;;2;;
8E994BCD;Ntsc;;;;176;512;512;0;0;0;0;h;1;;0;;
8E9AFEF0;Famicom;;;;225;1024;512;;0;0;0;;;;;;
8EAB381C;Ntsc;AVE-NINA-06;NINA-06;;79;64;64;0;0;0;0;v;1;;0;;
8EB1B4CF;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
8EB4BB51;Dendy;;;;164;1024;0;8;0;8;1;h;1;;0;;
8ECBC577;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
8EE25F78;Famicom;TAITO-X1-005;P3-034-C;X1-005;80;128;128;0;0;0;1;h;1;;0;;
8EE7C43E;Ntsc;NES-TSROM;NES-TSROM-08;MMC3C;4;128;128;0;8;0;0;h;1;;0;;
8EEF8B76;Famicom;HVC-TNROM;HVC-TNROM-01;MMC3B;4;512;0;8;0;8;1;h;1;;0;;
8EFF9139;Ntsc;;;;176;512;512;0;0;0;0;h;1;;0;;
8EFFF29B;Ntsc;;;;4;32;8;0;0;0;0;h;1;;0;;
8F011713;Famicom;HVC-TKROM;HVC-TKROM-02;MMC3B;4;128;128;0;0;8;1;h;1;;0;;
8F055EAB;Ntsc;;;;0;16;0;8;0;0;0;v;1;;0;;
8F154A0D;Ntsc;;;;173;16;32;0;0;0;0;h;1;;0;;
8F197B0A;Pal;NES-UNROM;NES-UNROM-09;;2;128;0;8;0;0;0;v;1;;2;;
8F3E25F9;Ntsc;;;;7;128;0;8;0;0;0;h;1;;0;;
8F426CAB;Ntsc;;;;0;16;8;0;0;0;0;h;1;;0;;
8F4497EE;Famicom;HVC-CNROM;CN-04B;;3;32;16;0;0;0;0;h;1;;2;;
8F4FEC56;Famicom;;;;231;512;;8;0;0;0;;;;;;
8F628D51;Famicom;HVC-TLROM;HVC-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
8F6AB5AC;Dendy;;;;176;512;0;8;0;32;1;h;1;;0;;
8F6CC85A;Ntsc;BMC-FK23C;;;65000;512;512;;0;0;0;v;;;;;
8F726DBC;Famicom;;;;1;128;;8;0;0;0;;;;;;
8F75F3B0;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
8F7B1669;Dendy;;;;0;32;8;0;8;0;0;v;38;;0;;
8F7B2FE7;Famicom;;;;45;1024;1024;;0;0;0;;;;;;
8F8FC9A7;Dendy;;;;176;512;0;8;0;32;1;h;1;;0;;
8F9B2B38;Dendy;;;;162;2048;0;8;0;8;1;v;1;;0;;
8FA6E92C;Pal;;;;4;128;128;0;0;0;0;h;2;;0;;
8FB5608C;Ntsc;;;;132;64;32;0;0;0;0;h;1;;0;;
8FDE3846;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
8FF31896;Ntsc;NES-NROM-128;NES-NROM-128-02;;0;16;8;0;0;0;0;v;1;;0;;
900CA825;Ntsc;;;;2;128;0;8;0;0;0;h;2;;2;;
900E3A23;Famicom;;;;4;256;256;0;0;8;1;h;1;;0;;
90150FAC;Dendy;;;;177;1024;0;8;0;8;1;h;1;;0;;
90226E40;Ntsc;NES-TLROM;NES-TLROM-03;MMC3B;4;128;256;0;0;0;0;h;1;;0;;
902E3168;Ntsc;NES-TLROM;NES-TLROM-03;MMC3C;4;128;128;0;0;0;0;h;1;;0;;
902E5343;Ntsc;;;;4;256;128;0;0;0;0;h;1;;0;;
903A95EB;Dendy;;;;241;128;;8;8;0;0;v;38;;;;
903AA8AA;Ntsc;;;;4;128;256;0;0;0;0;h;1;;0;;
9044550E;Famicom;;;;3;32;32;0;0;0;0;h;13;;2;;
90558B45;Dendy;;;;178;512;0;8;0;8;1;h;1;;0;;
905B93F6;Ntsc;NTDEC-N715061;N715061;;0;32;8;0;0;0;0;v;1;;0;;
90600B85;Famicom;HVC-NROM-256;HVC-NROM-256K-02;;0;32;8;0;0;0;0;v;1;;0;;
906C65B8;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
908505EE;Famicom;SUNSOFT-NROM-128;SUN-01-V;;0;16;8;0;0;0;0;h;1;;0;;
90893CF0;Ntsc;;;;0;16;0;8;0;0;0;h;1;;0;;
90963850;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
90B17835;Ntsc;;;;1;128;128;0;0;0;0;h;1;;0;;
90B1B309;Ntsc;;;;3;32;32;0;0;0;0;h;1;;1;;
90C773C1;Ntsc;NES-TLSROM;NES-TLSROM-01;MMC3C;118;128;128;0;0;0;0;h;1;;0;;
90D2E9F0;Ntsc;;;;0;32;8;0;0;0;0;h;2;;0;;
90D68A43;Ntsc;NES-CNROM;NES-CNROM-07;;3;32;32;0;0;0;0;h;1;;2;;
90ECDADE;Famicom;HVC-CNROM;CN-04B;;3;32;32;0;0;0;0;v;1;;2;;
90F3F161;Famicom;JALECO-JF-13;JF-13;D7756C;86;128;64;0;0;0;0;v;1;;0;;
90F6FA33;Famicom;KONAMI-VRC-2;351618;VRC2;22;128;128;0;0;0;0;h;1;;0;;
9119963F;Ntsc;;;;215;256;256;0;0;0;0;h;1;;0;;
911B67FF;Ntsc;;;;4;128;256;0;0;0;0;h;1;;0;;
912989DC;Famicom;HVC-FAMILYBASIC;HVC-FB1-128;;0;32;8;0;0;2;1;v;35;;0;;
91322665;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
91328C1D;Famicom;KONAMI-VRC-4;352396;VRC4;23;128;128;0;0;0;0;h;1;;2;;
91396B3F;Dendy;;;;224;1024;0;8;0;8;1;h;1;;0;;
913B95F7;Dendy;;;;164;1024;0;8;0;8;1;h;1;;0;;
91440AAB;Ntsc;;;;147;128;128;0;0;0;0;v;1;;0;;
91467F41;Ntsc;COLORDREAMS-74*377;UNK-COLORDREAMS-REVA;;11;32;32;;0;0;0;v;8;;;;
9151D311;Ntsc;;;;197;128;512;0;0;0;0;h;1;;2;;
9152CE50;Playchoice;;;;2;128;;8;0;0;0;v;;;;;
915A53A7;Famicom;KONAMI-NROM-128;400302H;;0;16;8;0;0;0;0;v;18;;0;;
915C5179;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
9164FE2E;Ntsc;;;;0;32;0;8;0;0;0;h;1;;0;;
917770D8;Ntsc;NES-TKEPROM;NES-TKEPROM-01;MMC3B;4;128;256;0;8;0;0;h;1;;0;;
917D9262;Famicom;HVC-UNROM;HVC-UNROM-10;;2;128;0;8;0;0;0;v;1;;2;;
9198279E;Pal;NES-AMROM;NES-AMROM-01;;7;128;0;8;0;0;0;h;1;;2;;
91AC514E;Famicom;NAMCOT-3433;60-24;108;88;128;128;0;0;0;0;h;1;;0;;
91B4B1D7;Pal;NES-MHROM;NES-MHROM-05;;66;64;16;0;0;0;0;v;42;;0;;
91D39B22;Famicom;;;;4;256;256;;0;0;0;;;;;;
91D52E9A;Famicom;JALECO-JF-37;JF-37;SS88006;18;128;128;0;0;0;0;h;1;;0;;
91E2E863;Ntsc;NES-TKROM;NES-TKROM-01;MMC3B;4;128;128;0;0;8;1;h;1;;0;;
91E56EEB;Ntsc;;;;35;512;256;0;0;8;1;h;1;;0;;
92197173;Ntsc;NES-SLROM;NES-SLROM-05;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
922DD54E;Ntsc;;;;150;32;16;0;0;0;0;h;1;;0;;
92324D59;Ntsc;;;;4;32;8;0;0;0;0;h;1;;0;;
923523AF;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
9235B57B;Ntsc;CAMERICA-BF9093;BIC-48;BF9093;71;256;0;8;0;0;0;v;1;;0;;
9237B447;Pal;NES-TSROM;NES-TSROM-08;MMC3C;4;128;128;0;8;0;0;h;1;;0;;
9237C200;Dendy;;;;163;1024;0;8;0;8;1;v;1;;0;;
923F915B;Famicom;HVC-TKROM;HVC-TKROM-03;MMC3C;4;256;128;0;0;8;1;h;1;;0;;
9244E0BB;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
9247C38D;Pal;NES-TQROM;NES-TQROM-01;MMC3B;119;128;64;8;0;0;0;h;1;;0;;
924B1C86;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
924CDE0B;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
92547F1C;Famicom;HVC-SNROM;HVC-SNROM-06;MMC1A;1;256;0;8;0;8;1;h;1;;0;;
9265F380;Ntsc;;;;0;32;0;8;0;0;0;h;1;;0;;
926848A1;Ntsc;;;;0;16;0;8;0;0;0;v;1;;0;;
926F07AF;Famicom;;;;225;1024;512;;0;0;0;;;;;;
9273F18E;Famicom;HVC-SKROM;HVC-SKROM-03;MMC1A;1;128;128;0;0;8;1;h;1;;0;;
927C7A3A;Famicom;;;;0;16;8;0;0;0;0;h;1;;0;;
927DD49F;Ntsc;;;;23;128;128;0;8;0;0;h;1;;2;;
9280687F;Ntsc;;;;2;128;0;8;0;0;0;v;1;;2;;
92924548;Pal;NES-NROM-256;NES-NROM-256-03;;0;32;8;0;0;0;0;v;1;;0;;
929790DE;Ntsc;;;;0;16;0;8;0;0;0;h;1;;0;;
92A14846;Dendy;;;;199;512;0;8;4;8;1;h;1;;0;;
92A2185C;Famicom;HVC-PEEOROM;HVC-PEEOROM-02;RD387-001;9;128;128;0;0;0;0;h;1;;0;;
92A2A702;Famicom;;;;4;128;128;;0;8;1;;;;;;
92A3D007;Ntsc;AVE-NINA-01;NINA-001 REV. A;;34;64;64;0;8;0;0;v;1;;1;;
92B3E5A0;Dendy;;;;177;1024;0;8;0;8;1;h;1;;0;;
92B52357;Ntsc;;;;176;512;512;0;0;0;0;h;1;;0;;
92C138E4;Ntsc;NES-SJROM;NES-SJROM-03;MMC1B2;1;256;64;0;8;0;0;h;25;;0;;
92CFE2F7;Dendy;;;;178;512;0;8;0;8;1;h;1;;0;;
92D192CB;Ntsc;;;;16;128;128;0;0;0;0;h;1;;4;;
92D9D268;Dendy;;;;4;128;128;0;0;0;0;h;1;;0;;
92DD67EA;Ntsc;NES-SKEPROM;NES-SKEPROM-01;MMC1;1;128;128;0;0;0;0;h;1;;0;;
92EBAD5B;Dendy;;;;224;1024;0;8;0;8;1;h;1;;0;;
92F04530;Famicom;KONAMI-UNROM;007A;;2;128;0;8;0;0;0;v;1;;2;;
93146BB0;Famicom;;;;3;32;32;;8;0;0;h;;;;;
93196E95;Ntsc;BMC-FK23C;;;176;512;512;0;0;0;0;h;1;;0;;
93216279;Ntsc;;;;46;1024;1024;0;0;0;0;v;8;;0;;
9334DE5B;Ntsc;;;;0;32;16;0;0;0;0;v;1;;0;;
93484CC9;Ntsc;MLT-MAXI15;HESI-992;4053;234;512;512;0;0;0;0;h;1;;0;;
934DB14A;Ntsc;NES-SLROM;NES-SLROM-05;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
935F2119;Dendy;;;;199;512;0;8;4;8;1;h;1;;0;;
9369A2F8;Pal;NES-UNROM;NES-UN-ROM-07;;2;128;0;8;0;0;0;v;1;;2;;
938533F4;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
93991433;Ntsc;NES-TLROM;NES-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
939BB28B;Ntsc;;;;189;128;256;0;0;0;0;h;1;;0;;
93A2EEFB;Ntsc;NES-SNWEPROM;NES-SNWEPROM;MMC1B2;1;256;0;8;0;8;1;h;1;;0;;
93A7D26C;Famicom;HVC-TLROM;HVC-TLROM-02;MMC3A;4;128;128;0;0;0;0;h;1;;0;;
93B2CEC4;Famicom;IREM-H3001;FC-00-017C;IF-H3001;65;256;256;0;0;0;0;h;1;;0;;
93B49582;Ntsc;NES-SLROM;NES-SLROM-05;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
93B6E1C4;Ntsc;;;;335;256;128;0;0;0;0;h;1;;0;;
93C9D6E8;Ntsc;;;;90;128;512;0;0;0;0;h;1;;0;;
93F3A490;Ntsc;TENGEN-800032;800032 REV A;337006;64;64;64;0;0;0;0;h;1;;0;;
940933DC;Ntsc;;;;176;512;512;0;0;0;0;h;1;;0;;
9424074C;Ntsc;;;;115;128;512;0;0;0;0;h;1;;0;;
9429B2F6;Ntsc;;;;71;256;0;8;0;0;0;v;1;;0;;
942B1210;Ntsc;NES-TLROM;NES-TLROM-02;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
94347727;Ntsc;;;;4;128;256;0;0;0;0;h;1;;0;;
9436C354;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
943FD73C;Famicom;;;;4;256;128;;0;0;0;;;;;;
9447458A;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
94476A70;Pal;NES-UNROM;NES-UNROM-08;;2;128;0;8;0;0;0;v;1;;2;;
945020B7;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
946A8E90;Ntsc;;;;4;32;8;0;0;0;0;h;1;;0;;
